journal_id,account_id,latest_entry_id,currency,version,values,recorded_at
00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000001,01a07757-dee2-76f1-b0bc-c8fe218463d7,BTC,1,"{""pending"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:30:42.527909Z""}, ""settled"": {""entry_id"": ""01a07757-dee2-76f1-b0bc-c8fe218463d7"", ""cr_balance"": ""1"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:30:42.527909Z""}, ""version"": 1, ""currency"": ""BTC"", ""entry_id"": ""01a07757-dee2-76f1-b0bc-c8fe218463d7"", ""account_id"": ""00000000-0000-0000-0000-000000000001"", ""created_at"": ""2026-09-06T15:30:42.527909Z"", ""journal_id"": ""00000000-0000-0000-0000-000000000001"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:30:42.527909Z""}, ""modified_at"": ""2026-09-06T15:30:42.527909Z""}",2026-09-06 15:30:42.527909+00
00000000-0000-0000-0000-000000000001,01a07757-de96-7cb2-b62b-73c5d13fd5c7,01a07757-dee2-76f1-b0bc-c8e932b6d109,BTC,1,"{""pending"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:30:42.527909Z""}, ""settled"": {""entry_id"": ""01a07757-dee2-76f1-b0bc-c8e932b6d109"", ""cr_balance"": ""0"", ""dr_balance"": ""1"", ""modified_at"": ""2026-09-06T15:30:42.527909Z""}, ""version"": 1, ""currency"": ""BTC"", ""entry_id"": ""01a07757-dee2-76f1-b0bc-c8e932b6d109"", ""account_id"": ""01a07757-de96-7cb2-b62b-73c5d13fd5c7"", ""created_at"": ""2026-09-06T15:30:42.527909Z"", ""journal_id"": ""00000000-0000-0000-0000-000000000001"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:30:42.527909Z""}, ""modified_at"": ""2026-09-06T15:30:42.527909Z""}",2026-09-06 15:30:42.527909+00
01a07756-fde8-77c2-85e0-e4094b6c94c7,01a07756-fe06-7bc1-a12f-a5d7e53c712b,01a07756-feef-7e63-8f22-68177276211a,BTC,1,"{""pending"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""settled"": {""entry_id"": ""01a07756-feef-7e63-8f22-68177276211a"", ""cr_balance"": ""0"", ""dr_balance"": ""1290"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""version"": 1, ""currency"": ""BTC"", ""entry_id"": ""01a07756-feef-7e63-8f22-68177276211a"", ""account_id"": ""01a07756-fe06-7bc1-a12f-a5d7e53c712b"", ""created_at"": ""2026-09-06T15:29:45.191124Z"", ""journal_id"": ""01a07756-fde8-77c2-85e0-e4094b6c94c7"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""modified_at"": ""2026-09-06T15:29:45.191124Z""}",2026-09-06 15:29:45.191124+00
01a07756-fde8-77c2-85e0-e4094b6c94c7,01a07756-fe06-7bc1-a12f-a5d7e53c712b,01a07756-fef0-7de0-aca5-8bdb786ee9e6,USD,1,"{""pending"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""settled"": {""entry_id"": ""01a07756-fef0-7de0-aca5-8bdb786ee9e6"", ""cr_balance"": ""0"", ""dr_balance"": ""100"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""version"": 1, ""currency"": ""USD"", ""entry_id"": ""01a07756-fef0-7de0-aca5-8bdb786ee9e6"", ""account_id"": ""01a07756-fe06-7bc1-a12f-a5d7e53c712b"", ""created_at"": ""2026-09-06T15:29:45.191124Z"", ""journal_id"": ""01a07756-fde8-77c2-85e0-e4094b6c94c7"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""modified_at"": ""2026-09-06T15:29:45.191124Z""}",2026-09-06 15:29:45.191124+00
01a07756-fde8-77c2-85e0-e4094b6c94c7,01a07756-fe06-7bc1-a12f-a5d7e53c712b,01a07756-fef1-7fe1-8694-eb09c61cecf1,USD,2,"{""pending"": {""entry_id"": ""01a07756-fef1-7fe1-8694-eb09c61cecf1"", ""cr_balance"": ""0"", ""dr_balance"": ""100"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""settled"": {""entry_id"": ""01a07756-fef0-7de0-aca5-8bdb786ee9e6"", ""cr_balance"": ""0"", ""dr_balance"": ""100"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""version"": 2, ""currency"": ""USD"", ""entry_id"": ""01a07756-fef1-7fe1-8694-eb09c61cecf1"", ""account_id"": ""01a07756-fe06-7bc1-a12f-a5d7e53c712b"", ""created_at"": ""2026-09-06T15:29:45.191124Z"", ""journal_id"": ""01a07756-fde8-77c2-85e0-e4094b6c94c7"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""modified_at"": ""2026-09-06T15:29:45.191124Z""}",2026-09-06 15:29:45.191124+00
01a07756-fde8-77c2-85e0-e4094b6c94c7,01a07756-fe06-7bc1-a12f-a5e31f818282,01a07756-fef0-7de0-aca5-8bc97659a484,BTC,1,"{""pending"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""settled"": {""entry_id"": ""01a07756-fef0-7de0-aca5-8bc97659a484"", ""cr_balance"": ""1290"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""version"": 1, ""currency"": ""BTC"", ""entry_id"": ""01a07756-fef0-7de0-aca5-8bc97659a484"", ""account_id"": ""01a07756-fe06-7bc1-a12f-a5e31f818282"", ""created_at"": ""2026-09-06T15:29:45.191124Z"", ""journal_id"": ""01a07756-fde8-77c2-85e0-e4094b6c94c7"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""modified_at"": ""2026-09-06T15:29:45.191124Z""}",2026-09-06 15:29:45.191124+00
01a07756-fde8-77c2-85e0-e4094b6c94c7,01a07756-fe06-7bc1-a12f-a5e31f818282,01a07756-fef0-7de0-aca5-8bed3122e6a7,USD,1,"{""pending"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""settled"": {""entry_id"": ""01a07756-fef0-7de0-aca5-8bed3122e6a7"", ""cr_balance"": ""100"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""version"": 1, ""currency"": ""USD"", ""entry_id"": ""01a07756-fef0-7de0-aca5-8bed3122e6a7"", ""account_id"": ""01a07756-fe06-7bc1-a12f-a5e31f818282"", ""created_at"": ""2026-09-06T15:29:45.191124Z"", ""journal_id"": ""01a07756-fde8-77c2-85e0-e4094b6c94c7"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""modified_at"": ""2026-09-06T15:29:45.191124Z""}",2026-09-06 15:29:45.191124+00
01a07756-fde8-77c2-85e0-e4094b6c94c7,01a07756-fe06-7bc1-a12f-a5e31f818282,01a07756-fef1-7fe1-8694-eb18acdeacc1,USD,2,"{""pending"": {""entry_id"": ""01a07756-fef1-7fe1-8694-eb18acdeacc1"", ""cr_balance"": ""100"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""settled"": {""entry_id"": ""01a07756-fef0-7de0-aca5-8bed3122e6a7"", ""cr_balance"": ""100"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""version"": 2, ""currency"": ""USD"", ""entry_id"": ""01a07756-fef1-7fe1-8694-eb18acdeacc1"", ""account_id"": ""01a07756-fe06-7bc1-a12f-a5e31f818282"", ""created_at"": ""2026-09-06T15:29:45.191124Z"", ""journal_id"": ""01a07756-fde8-77c2-85e0-e4094b6c94c7"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:45.191124Z""}, ""modified_at"": ""2026-09-06T15:29:45.191124Z""}",2026-09-06 15:29:45.191124+00
01a07757-074f-7882-bc35-1710e26d5cc9,01a07757-076a-7012-8b97-bb680895f24f,01a07757-0d05-7800-8867-ac930d86bcd1,BTC,1,"{""pending"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:48.795824Z""}, ""settled"": {""entry_id"": ""01a07757-0d05-7800-8867-ac930d86bcd1"", ""cr_balance"": ""0"", ""dr_balance"": ""1290"", ""modified_at"": ""2026-09-06T15:29:48.795824Z""}, ""version"": 1, ""currency"": ""BTC"", ""entry_id"": ""01a07757-0d05-7800-8867-ac930d86bcd1"", ""account_id"": ""01a07757-076a-7012-8b97-bb680895f24f"", ""created_at"": ""2026-09-06T15:29:48.795824Z"", ""journal_id"": ""01a07757-074f-7882-bc35-1710e26d5cc9"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:48.795824Z""}, ""modified_at"": ""2026-09-06T15:29:48.795824Z""}",2026-09-06 15:29:48.795824+00
01a07757-074f-7882-bc35-1710e26d5cc9,01a07757-076a-7012-8b97-bb680895f24f,01a07757-0d09-7d51-bac0-76a747a9625e,USD,1,"{""pending"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:48.795824Z""}, ""settled"": {""entry_id"": ""01a07757-0d09-7d51-bac0-76a747a9625e"", ""cr_balance"": ""0"", ""dr_balance"": ""100"", ""modified_at"": ""2026-09-06T15:29:48.795824Z""}, ""version"": 1, ""currency"": ""USD"", ""entry_id"": ""01a07757-0d09-7d51-bac0-76a747a9625e"", ""account_id"": ""01a07757-076a-7012-8b97-bb680895f24f"", ""created_at"": ""2026-09-06T15:29:48.795824Z"", ""journal_id"": ""01a07757-074f-7882-bc35-1710e26d5cc9"", ""encumbrance"": {""entry_id"": ""00000000-0000-0000-0000-000000000000"", ""cr_balance"": ""0"", ""dr_balance"": ""0"", ""modified_at"": ""2026-09-06T15:29:48.795824Z""}, ""modified_at"": ""2026-09-06T15:29:48.795824Z""}",2026-09-06 15:29:48.795824+00
